id,warehouse_id,taxon,form,colour {filter []},colour {filter []},colour {filter []},colour {filter []},colour {comment},size {filter []},size {filter []},size {filter []},size {filter []},size {comment},pronotum {filter []},pronotum {filter []},pronotum {filter []},pronotum {comment},pattern,spots,spot_fusions,melanic,leg,food [],food [],food [],UK {exist},UK {order},UK {common_name},UK {habitat {comment[]}},UK {habitat {comment[]}},UK {habitat {comment[]}},UK {habitat {filter[]}},UK {habitat {filter[]}},UK {habitat {filter[]}},UK {habitat {filter[]}},UK {plant[]},UK {plant[]},UK {plant[]},UK {overwintering},UK {comment},SK {exist},SK {order},SK {common_name},SK {habitat {comment[]}},SK {habitat {comment[]}},SK {habitat {comment[]}},SK {habitat {filter[]}},SK {habitat {filter[]}},SK {habitat {filter[]}},SK {habitat {filter[]}},SK {habitat {filter[]}},SK {habitat {filter[]}},SK {plant[]},SK {plant[]},SK {plant[]},SK {overwintering []},SK {comment_EN},SK {comment},CZ {exist},CZ {order},CZ {common_name},CZ {habitat {comment[]}},CZ {habitat {comment[]}},CZ {habitat {comment[]}},CZ {habitat {filter[]}},CZ {habitat {filter[]}},CZ {habitat {filter[]}},CZ {habitat {filter[]}},CZ {habitat {filter[]}},CZ {habitat {filter[]}},CZ {plant[]},CZ {plant[]},CZ {plant[]},CZ {overwintering []},CZ {comment_EN},CZ {comment},IT {exist},IT {order},IT {common_name},IT {habitat {comment[]}},IT {habitat {comment[]}},IT {habitat {comment[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {habitat {filter[]}},IT {plant[]},IT {plant[]},IT {plant[]},IT {overwintering []},IT {comment_EN},IT {comment},PT {exist},PT {order},PT {common_name},PT {habitat {comment[]}},PT {habitat {comment[]}},PT {habitat {comment[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {habitat {filter[]}},PT {plant[]},PT {plant[]},PT {plant[]},PT {overwintering []},PT {comment_EN},PT {comment},BE {exist},BE {order},BE {common_name {NL}},BE {common_name {FR}},BE {habitat {comment[]}},BE {habitat {comment[]}},BE {habitat {comment[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {habitat {filter[]}},BE {plant[]},BE {plant[]},BE {plant[]},BE {overwintering []},BE {comment_EN},BE {comment {NL}},BE {comment {FR}},?,Common Name,Habitat,Habitat,Habitat,Habitat,Habitat,Habitat,Habitat,Habitat,Habitat,Habitat,Host plant,Overwintering,Comments in native language
43,28354,Coccidula scutellata,,orange,,,,Russet or burgundy,3,,,,2.5-3,one colour,,,Russet or burgundy,Black spots,5,No,No,Russet ,Aphids ,,,NO,,,Reed-beds and wetlands,,,River shingle,Wet habitats,,,Reeds and rushes,,,,,YES,41,Kométka štítkovitá,Reed-beds and wetlands,,,Wet habitats,,,,,,Reeds and rushes,,,,,,YES,41,Kometka štítkovitá,Reed-beds and wetlands,,,Wet habitats,,,,,,Reeds and rushes,,,,,,YES,26,,Reed-beds and wetlands,,,River shingle,Wet habitats,,,,,,,,,Reeds and rushes,,,In low herbage,The species in common in wetlands and marshlands,Specie comune negli ambienti umidi e paludosi,YES,15,,Reed-beds and wetlands,,,Wet habitats,,,,,,,,,,Reeds and rushes,,,In low herbage,Habitats not mentioned in Portugal. Habitats not Not present in the Archipelagos of the Azores and Madeira., Não há nformação atualizada sobre os seus habitats. Não está presente nos Arquipélagos dos Açores e da Madeira.,YES,43,Gevlekt rietkapoentje,Coccidule tachée,Reed-beds and wetlands,,,Wet habitats,,,,,,,,,,Reeds and rushes,,,In low herbage,,,,,,,,,,,,,,,,,,
44,,Adalia conglomerata,,yellow,,,,Ochroid or yellow,3,4,5,,3 - 4.5,M-shape,,,White with black M-mark,Diamond-shaped black spots ,12-13,Common,No,Yellow,Adelgids,,,NO,,,,,,,,,,,,,,,YES,43,Lienka kosoštvorcoškvrnná,Conifer woodlands,Mountains,,Forests and woodlands,"Gardens, allotments and parklands",,,,,Spruce,Scots Pine,Firs,Unknown,,,YES,43,Slunéčko znamenané,Conifer woodlands,Mountains,,Forests and woodlands,"Gardens, allotments and parklands",,,,,Spruce,Scots Pine,Firs,Unknown,,,YES,60,,Conifer woodlands,Mountains,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Spruce,Scots Pine,Firs,Unknown,"The species is present in Northern Italy, in a few sites at the border of Central and Eastern Alps","Presente nell'Italia settentrionale, solo in poche località marginali delle Alpi centrali ed orientali",NO,,,,,,,,,,,,,,,,,,,,,,NO,,Zwartstreeplieveheersbeestje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,Exochomus cedri,,black,,,,"Black, juvenile red brown",3,4,,,3 - 4.0,with white patch on each side,,,"Black, fore corners (or sometimes both lateral and fore margins) of pronotum yellowish.",Red spots,4-6,No,N/A,Brown,Adelgids,Coccids,,NO,,,,,,,,,,,,,,,YES,60,Planétka cédrová,Conifer woodlands,Mixed woodlands,,Forests and woodlands,,,,,,Various conifers,Oak,Spruce,Unknown,,,YES,60,Planetka cedrová,Conifer woodlands,Mixed woodlands,,Forests and woodlands,,,,,,Various conifers,Oak,Spruce,Unknown,,,NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,Exochomus oblongus,,black,,,,Black,3,4,,,2.5 - 4,with white patch on each side,,,"Black, fore angles of pronotum may be slightly cleared to yellowish colour",Red spots,4,No,N/A,Black,Unknown,,,NO,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,YES,62,Planetka podlouhlá,Peat bogs,,,Wet habitats,Forests and woodlands,,,,,Needled conifers,,,Unknown,,,YES,68,,Wetlands,,,Wet habitats,,,,,,,,,,Reeds and rushes,,,Unknown,The species distribution is limited to Alto Adige only,Specie la cui distribuzione è limitata al solo in Alto Adige,NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,Bulaea lichatschovii,,red,,,,Beige to orange-red,3,4,5,6,3.5 - 5.6,with spots,,,Beige with 6 black spots (VV pattern)  or up to nine spots with anterior pair and middle spot small.,Black spots,19,No,No,Orange,Plant material,Pollen of family Chenopodiaceae,,NO,,,,,,,,,,,,,,,YES,55,Lienka repná,Grassland,,,Grasslands,,,,,,Goosefoot,Sugar beet,,,,,YES,55,Slunéčko řepné,Grassland,,,Grasslands,,,,,,Goosefoot,Sugar beet,,Unknown,,,YES,67,,Wetlands,,,Reeds and rushes,,,,,,,,,,Reeds and rushes,,,Unknown,The species is present only in brackish lagoons of Veneto and Emilia Romagna (Northern Italy),La specie è presente solo in lagune salmastre del Veneto e dell'Emilia Romagna (Italia settentrionale),NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,Calvia decemguttata,,yellow,brown,,,Light yellow-brown,6,7,,,5.0 - 6.5,with white patch on each side,,,"Yellow-brown, with white lateral and fore margin feebly cut around head, transparent, partially covering eyes. ",Cream spots,10,Very rare,No,Yellow,Aphids ,Psyllids,Chrysomelid larvae,NO,,,,,,,,,,,,,,,YES,23,Lienka desaťškvrnná,Deciduous woodland,Gardens,,"Gardens, allotments and parklands","Urban, artificial habitats",,,,,Linden,Elm,Oak,Litter,,,YES,23,Slunéčko desetiskvrnné,Deciduous woodland,Gardens,,"Gardens, allotments and parklands","Urban, artificial habitats",,,,,Linden,Elm,Oak,Litter,In CR moderately common on trees. Somewhat similar to Halyzia sedecimguttata - check number of spots!,"V České republice poměrně hojný na stromech, Možno zaměny se slunéčkem 16tečným, Halyzia sedecimguttata. Pro jistotu spočítat tečky vícekrát.",YES,22,,Deciduous woodland,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Linden,Elm,Oak,Litter,The species is not present in Sardinia or Sicily,La specie non è presente nelle Isole,YES,16,,Deciduous woodland,Gardens,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Deciduous trees,Oak,,Litter,Not present in the Archipelagos of the Azores and Madeira.,Não está presente nos Arquipélagos dos Açores e da Madeira.,YES,20,Tienvleklieveheersbeestje,Coccinelle à 10 points blancs,Deciduous trees and hedgerows ,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Linden,Elm,Oak,Litter,,,,,,,,,,,,,,,,,,
49,,Calvia quindecimguttata,,brown,yellow,,,Light yellow-brown,5,6,,,5.0 - 6.0,with white patch on each side,,,"Yellow-brown, with white patches at
fore and hind angles, sometimes with a white patch behind at the centre",Cream spots,12-14,No,No,Yellow,Aphids ,Immature stages of chrysomelids and psocopterans,,NO,,,,,,,,,,,,,,,YES,56,Lienka pätnásťškvrnná,Wet deciduous forests,,,Forests and woodlands,Wet habitats,,,,,Alder,Willow,,Unknown,,,YES,56,Slunéčko patnáctiskvrnné,Wet deciduous forests,,,Forests and woodlands,Wet habitats,,,,,Alder,Willow,,Unknown,,,YES,23,,Deciduous woodland,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Alder,Willow,,Unknown,The species is not present in Sardinia,La specie non è presente in Sardegna,YES,27,,Wet deciduous forests,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Deciduous trees,Oak,,unknown,Species present at low abundance. Not present in the Archipelagos of the Azores and Madeira.,Espécies pouco abundante. Não está presente nos Arquipélagos dos Açores e da Madeira.,NO,,Vijftienvleklieveheersbeestje,Coccinelle à 15 points blancs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Ceratomegilla alpina,,black,,,,Black,3,4,5,,3 - 4.5,one colour,,,"Black, anterior angles with small white area",Yellow-orange spots,4-6,Sometimes,N/A,"Black, fore and mid tibiae brown at tip.",Aphids ,,,NO,,,,,,,,,,,,,,,YES,63,Lienka alpská,Mountains,Alpine meadows,Rocks,Grasslands,,,,,,Thistle,Herbs,Shrubs,Unknown,,,NO,,,,,,,,,,,,,,,,,,YES,54,Coccinella alpina,Mountains,Alpine meadows,Rocks,Meadows,Grasslands,,,,,,,,,Herbs,,,Unknown,"The species frequents alpine meadows. The subspecies C.a.alpina is from Central and Western Alps, while the subsp. Redtenbacheri from Eastern Alps.","La specie frequenta i pascoli alpini. La sottospecie C. a. alpina e presente nelle Alpi occidentali e centrali, mentre la sottospecie C. a. redtenbacheri nelle Alpi orientali",NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,Ceratomegilla notata,,red,orange,,,Orange-red or ochroid,4,5,6,,4.5 - 6,none of them,,,"Black, anterior angles and margins widely white, border between the two colours with four deep lobes",Black spots,11,Common,No,"Black, fore tibiae brown inside and at tip.",Aphids ,,,NO,,,,,,,,,,,,,,,YES,29,Lienka horská,Mountains,Wet and shaded stands on herbs,,"Gardens, allotments and parklands",Wet habitats,,,,,Herbs,Nettle,,Unknown,,,YES,29,Slunéčko horské,Mountains,Wet and shaded stands on herbs,,"Gardens, allotments and parklands",Wet habitats,,,,,Herbs,Nettle,,Unknown,,,YES,43,Coccinella alpina,Mountains,Wet and shaded stands on herbs,,Agricultural areas,Meadows,,,,,,,,,Herbs,Nettle,,Unknown,"The species is present only in Northern Italy, in alpine ecosystems between 800-1700 meters a.s.l.","La specie è presente solo nell'Italia Settentrionale, in ecosistemi alpini tra 800–1700 metri s.l.m",YES,28,,Mountains,Wet and shaded stands on herbs,,Forests and woodlands,,,,,,,,,,Herbs,Nettle,,unknown,Species present at low abundance. Not present in the Archipelagos of the Azores and Madeira.,Espécies pouco abundante. Não está presente nos Arquipélagos dos Açores e da Madeira.,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,Ceratomegilla undecimnotata,,red,,,,Orange-red,6,7,,,5.0 - 7.0,with white patch on each side,,,"Black, anterior angles widely white, fore margin in males white",Black spots,7-11,Rare,No,"Femora black, fore tibiae brown with black outer margin, mid and hind tibiae black with brown tips",Aphids ,,,NO,,,,,,,,,,,,,,,YES,34,Lienka bodliaková,Lowland steppes,Fields,,Agricultural areas,Grasslands,Meadows,,,,Herbs,Thistle,,Rock crevices,,Často zimuje vo veľkých skupinách.,YES,34,Slunéčko bodlákové,Lowland steppes,Fields,,Agricultural areas,Grasslands,Meadows,,,,Herbs,Thistle,,Rock crevices,"Development on herbaceous stands in warm lowland areas. Forms conspicuous hibernation aggregations on hilltops. Similar to Coccinella septempunctata, may be distinguished by pear-shaped form of central spot in front of elytrae (rounded in C. septempunctata)","Vývoj na bylinnách v teplých nížinách. Vytvářejí nápadné formace agregací na vrcholcích vršků. Podobné slunéčku sedmitečnému, mohou být rozlišeny na základě hruškovitého tvaru centrální tečky v přední části krovek   (u slunéčka sedmitečného okrouhlé)",YES,18,,Lowland steppes,Fields,,Grasslands,Heathland,,,,,,,,,Herbs,Thistle,Various deciduous trees and shrubs,"under stones and grass tussocks, buildings",It forms conspicuous hibernation aggregations on hilltops but it overwinters also in buildings,"Forma rilevanti aggregazioni di individui svernanti sulla sommità di monti. Sverna anche in ricoveri, quali comignoli e sottotetti di abitazioni",YES,29,,Lowland steppes,Fields,,Grasslands,Agricultural areas,,,,,,,,,Herbs,,,Unknown,Not present in the Archipelagos of the Azores (despite it has already been  recorded at S. Miguel island) and Madeira.,Não está presente nos Arquipélagos dos Açores (apesar de já ter sido referida para a ilha de S. Miguel) e da Madeira.,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,Coccinella saucerotti,,red,,,,Ochroid to red,4,5,6,7,4.5 - 7.0,with white patch on each side,,,Black with large white trapeziodal patches on anterior angle,Black spots,usually 3,Very rare,No,Black,Probably leaf beetle larvae,,,NO,,,,,,,,,,,,,,,YES,62,Lienka Saucerottova,Wet habitats,,,Wet habitats,,,,,,Willow,,,Unknown,,,YES,63,Slunéčko Saucerottovo,Wet habitats,,,Wet habitats,,,,,,Willow,,,Unknown,,,NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,Coccinula quatuordecimpustulata,,black,,,,Black,3,4,,,2.8-4.3,none of them,,,"Posteriorly black, anterior margin and angles pale, border between colours wavy or four-lobed",Yellow or off-white spots,14,No,No,"Forelegs mostly
yellow-brown, middle legs partially, hind legs mostly black",Aphids ,Pollen,,NO,,,,,,,,,,,,,,,YES,14,Lienka lemovaná,Steppes,Meadows,Fields,Agricultural areas,Meadows,Grasslands,,,,family Asteraceae,,,On the ground in dry plants,,,YES,14,Slunéčko lemované,Steppes,Meadows,Fields,Agricultural areas,Meadows,Grasslands,,,,family Asteraceae,,,On the ground in dry plants,,"Viděn na květenství rostlin čeledi Asteraceae, pravděpodobně se živí pylem",YES,34,,Meadows,Fields,,,,,,,,,,,,family Asteraceae,,,Leaf litter,The species is common in Central Italy,Specie comune nell'Italia Centrale,YES,14,,Steppes,Meadows,,Meadows,,,,,,,,,,Herbs,family Asteraceae,,Leaf litter,There is no updated information on their habitats in Portugal. Not present in the Archipelagos of the Azores and Madeira., Não há nformação atualizada sobre os seus habitats.  Não está presente nos Arquipélagos dos Açores e da Madeira.,YES,39,Veertienvleklieveheersbeestje,Coccinule,Grassland,,,Heathland,Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,Coccinula sinuatomarginata,,black,,,,Black,3,4,,,2.3-3.5,none of them,,,Black with white anterior and lateral margins,Yellow or off-white spots,14,3 lateral spots usually fused,No,"Yellow-brown, femora partly black",Aphids ,,,NO,,,,,,,,,,,,,,,YES,45,Lienka štrnásťslnná,Steppes,Steppes,,Meadows,Grasslands,,,,,Various grasses and low growing plants ,,,Unknown,,Preferuje teplejšie a suchšie stanovištia,YES,45,Slunéčko čtrnáctislunné,Steppes,Steppes,,Meadows,Grasslands,,,,,Various grasses and low growing plants ,,,Unknown,,,YES,52,,Meadows,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Various grasses and low growing plants ,,,Unknown,,,NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,Cynegetis impunctata,,brown,,,,Matt brown,3,4,5,,3 - 4.5,one colour,,,"Brown with black spot at centre, rarely with other black markings.",None,usually 0,Rare,No,Yellow-brown with black spots on tibiae,Phytophagous on grasses,,,NO,,,,,,,,,,,,,,,YES,21,Lienočka bezbodková,Grassland,,,Meadows,Grasslands,,,,,Broad-leaved grasses (family Poaceae),,,In Soil (during winter and summer),,,YES,21,Vlnáč netečný,Grassland,,,Meadows,Grasslands,,,,,Broad-leaved grasses (family Poaceae),,,In Soil (during winter and summer),"Without spots in Central Europe, with spots southerly","Bez teček ve střední Evropě, s tečkami na jihu",YES,45,,Grassland,,,Grasslands,Meadows,,,,,,,,,Broad-leaved grasses (family Poaceae),,,In Soil (during winter and summer),The species is present only in Central-Northern Italy,Specie presente solo nell'Italia Centro Settentrionale.,NO,,,,,,,,,,,,,,,,,,,,,,YES,46,"Onbestippeld lieveheersbeestje, Ongevleugeld lieveheersbeestje",,Grassland,,,Grasslands,Wet habitats,Meadows,,,,,,,,Broad-leaved grasses (family Poaceae),,,,,,,,,,,,,,,,,,,,,
57,,Parexochomus nigromaculatus,,black,,,,Black,3,4,5,,3.5 - 4.5,with white patch on each side,,,Black with wide yellow-orange lateral margins,None,0,None,N/A,Red-yellow,Aphids ,,,NO,,,,,,,,,,,,,,,YES,49,Planétka čiernolesklá,Mixed trees,Heather,,Forests and woodlands,,,,,,Unknown,,,Unknown,,,YES,49,Planetka černolesklá,Mixed trees,Heather,,Forests and woodlands,,,,,,Unknown,,,Unknown,,,YES,51,,Mixed trees,,,Wet habitats,,,,,,,,,,Tamarisk,,,Unknown,Not present in Sardinia,Non è presente in Sardegna,NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,Chnootriba elaterii,,brown,,,,Orange,7,8,9,,7.0-9.0,one colour,,,Orange,Black spots,12,Sometimes,No,Brown,Plant leaves,,,NO,,,,,,,,,,,,,,,YES,61,Lienočka tekvičníkovitá,Low herbage,Allotments,,Agricultural areas,"Gardens, allotments and parklands",,,,,Plants of the family Cucurbitaceae,Squirting cucumber,,Unknown,,,YES,61,Vlnáč mandelinkový,Low herbage,Allotments,,Agricultural areas,"Gardens, allotments and parklands",,,,,Plants of the family Cucurbitaceae,Squirting cucumber,,Unknown,Wing cases covered in short hairs. Prefers warm south.,Krovky pokryté krátkými chloupky. Preferují teplý jih.,YES,38,Coccinella del melone,Low herbage,Allotments,,"Gardens, allotments and parklands",Agricultural areas,,,,,,,,,Plants of the family Cucurbitaceae,,,Unknown,The species lives on plants belonging to Cucurbitaceae family,La specie vive sulle piante della famiglia delle Cucurbitaceae.,YES,30,,Low herbage,Allotments,,Agricultural areas,,,,,,,,,,Plants of the family Cucurbitaceae,,,unknown,Observed in potato. Not present in the Archipelagos of the Azores and Madeira.,Observado em batateira. Não está presente nos Arquipélagos dos Açores e da Madeira.,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,Hippodamia septemmaculata,,red,,,,Orange-red,6,7,,,5.0 - 7.0,none of them,,,"Black, anterior and lateral margins with equally wide white stripe, border between the two colours slightly wavy",Black spots,7-9,Common,No,Black-brown,Aphids ,,,NO,,,,,,,,,,,,,,,YES,46,Lienka sedemškvrnná,Mountains,Marshes,Peat bogs,Wet habitats,,,,,,Herbs,,,Unknown,,,YES,46,Slunéčko sedmiskvrnné,Mountains,Marshes,Peat bogs,Wet habitats,,,,,,Herbs,,,Unknown,"In CR rare, in warm areas, also on lucerne","V ČR vzácný, v teplých oblastech, i na vojtěšce",NO,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,YES,47,"Zevenvleklieveheersbeestje, Veenlieveheersbeestje",Coccinelle des tourbières,Marshes,Peat bog,,Wet habitats,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
60,,Oenopia conglobata,,pink,yellow,,,"Cream, yellowish, pink or reddish",3,4,5,,3.3-5.4,with spots,,,White to beige with seven black spots,"Angular black spots, black suture",16,Common,No,Yellow-brown,Aphids ,Leaf beetle larvae,,NO,,,,,,,,,,,,,,,YES,16,Lienka ružová,Mixed woodlands,Canopy,,Forests and woodlands,"Gardens, allotments and parklands","Urban, artificial habitats",,,,Willow,Poplar,,Under the bark of solitary tree,,,YES,16,Slunéčko růžové,Mixed woodlands,Canopy,,Forests and woodlands,"Gardens, allotments and parklands","Urban, artificial habitats",,,,Willow,Poplar,,Under the bark of solitary tree,Migrates to solitary trees for overwintering in late September.,Na konci září migruje na solitérní stromy k přezimování.,YES,29,Coccinella rosa,Mixed woodlands,Deciduous trees and hedgerows ,,Forests and woodlands,"Gardens, allotments and parklands","Urban, artificial habitats",Agricultural areas,,,,,,,Willow,Poplar,Various trees ,Under the bark of solitary tree,,,YES,13,,Mixed woodlands,Deciduous trees and hedgerows ,,Forests and woodlands,Agricultural areas,"Gardens, allotments and parklands",,,,,,,,Poplar,Citrus,Various trees ,Under the bark of solitary tree,Species common throughout the continental territory. Colected in citrus and plum trees infested with aphids and Poplar. Rare on herbs. From north to south Portugal. Not present in the Archipelagos of the Azores and Madeira.,Espécie comum em todo o território continental. Encontra-se citrinos e ameixeiras infestadas de afídeos assim como em Choupos.  Rara em herbáceas. Presente em todo o território continental. Não está presente nos Arquipélagos dos Açores e da Madeira.,YES,30,Vloeivleklieveheersbeestje,"Coccinelle rosée, Coccinelle des feuillus",Deciduous trees and hedgerows ,,,Forests and woodlands,"Buildings, garden and parklands",,,,,,,,,Various trees ,,,"Buildings, gardens, under the bark of trees",,,,,,,,,,,,,,,,,,
61,,Oenopia impustulata,,black,,,,Black,3,4,5,,3.5-5.0,with white patch on each side,,,Black with white lateral margins,None or irregular light patches,0,None,N/A,"Black, knees and tarsi brown",Aphids ,,,NO,,,,,,,,,,,,,,,YES,50,Lienka bezškvrnná,Mixed woodlands,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,Various trees ,,,Unknown,,,YES,50,Slunéčko bezskvrnné,Mixed woodlands,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,Various trees ,,,Unknown,,,YES,58,,Mixed woodlands,,,Forests and woodlands,"Gardens, allotments and parklands","Urban, artificial habitats",,,,,,,,Various trees ,,,Unknown,Its distribution is limited to Pianura Padana (Northern Italy),La sua distribuzione è confinata alla Pianura Padana (Italia settentrionale),NO,,,,,,,,,,,,,,,,,,,,,,YES,48,Ongevlekt lieveheersbeestje,,Heather heathland,,,Heathland,,,,,,,,,,Various trees ,,,Under the bark,,,,,,,,,,,,,,,,,,
62,,Oenopia lyncea,,black,,,,Black,3,4,5,,3 - 4.5,none of them,,,Black with large white fore angles and middle white band,Yellow rounded spots,12,Sometimes,N/A,"Black, brown or bicolour",Aphids ,,,NO,,,,,,,,,,,,,,,YES,57,Lienka žltoškvrnná,Forests margins,,,Forests and woodlands,,,,,,Various trees ,Shrubs,Oak,Unknown,,,YES,57,Slunéčko oddělené,Forests margins,,,Forests and woodlands,,,,,,Various trees ,Shrubs,Oak,Unknown,,,YES,42,,Mixed woodlands,,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Various trees ,Oak,,Unknown,"The subspecies O.l. lyncea is present in the west Mediterranean region, while the subsp. Agnatha in the east. O. lyncea lives on evergreen and cork oaks, while subsp. Agnatha on deciduous oaks. It's not present in Sardinia ","La sottospecie O. lyncea lyncea è a presente nell'area del Mediterraneo occidentale, mentre la sottospecie agnatha in quella orientale. O. l. lyncea vive sulle querce sempreverdi (sughera e leccio) mentre O. l. agnatha sulle querce decidue. Non è presente in Sardegna.",YES,38,,Mixed woodlands,,,Forests and woodlands,Agricultural areas,,,,,,,,,Various trees ,Oak,Holm,unknown,Recorded on  holm  and cork oaks. From north to south Portugal. Not present in the Archipelagos of the Azores and Madeira.,Observada em azinheiras e sobreiros. Presente em todo o território continental. Não está presente nos Arquipélagos dos Açores e da Madeira.,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,Sospita vigintiguttata,,brown,black,,,Rusty brown or black,5,6,,,5.0 - 6.0,M-shape,none of them,,"Dark with wide white lateral margins, strongly arched in the shape of the letter C",White (mainly in rusty individuals) or lemon yellow (in black individuals),20,Sometimes,Rare,Brown,Aphids ,Psyllids,,NO,,,,,,,,,,,,,,,YES,51,Lienka dvadsaťškvrnná,Wet woodlands,,,Forests and woodlands,"Gardens, allotments and parklands",Wet habitats,,,,Deciduous trees,Alder,,Litter,,,YES,51,Slunéčko dvacetiskvrnné,Wet woodlands,,,Forests and woodlands,"Gardens, allotments and parklands",Wet habitats,,,,Deciduous trees,Alder,,Litter,Colour changes from brown-and-white to black-and-yellow at the end of overwintering.,Na konci přezimování změní zbarvení z hnědé a bílé do černé a žluté.,YES,41,,Wet woodlands,,,Forests and woodlands,,,,,,,,,,Deciduous trees,Alder,,Litter,,,YES,39,,Wet woodlands,,,Forests and woodlands,,,,,,,,,,Deciduous trees,Alder,,Litter,There is no updated information on their habitats. Not present in the Archipelagos of the Azores and Madeira., Não há nformação atualizada sobre os seus habitats. Não está presente nos Arquipélagos dos Açores e da Madeira.,YES,49,Twintigvleklieveheersbeestje,"Coccinelle à 20 points, Coccinelle de l'aune",Wet woodlands,,,Forests and woodlands,,,,,,,,,,Deciduous trees,,,Litter,,,,,,,,,,,,,,,,,,
64,,Vibidia duodecimguttata,,brown,,,,Brown-orange or rusty,3,4,,,3.0-4.2,with white patch on each side,,,"Brown-orange, transparent with opaque white patches",White spots,12,Sometimes,No,Yellow-brown,Aphids ,Mildews,Larvae mainly aphidophagous,NO,,,,,,,,,,,,,,,YES,47,Lienka dvanásťškvrná,Mixed woodlands,Gardens,,"Gardens, allotments and parklands",,,,,,Deciduous trees,Sycamore,Hornbeam,Leaf litter,,,YES,47,Slunéčko dvanáctiskvrnné,Mixed woodlands,Gardens,,"Gardens, allotments and parklands",,,,,,Deciduous trees,Sycamore,Hornbeam,Leaf litter,,,YES,40,,Mixed woodlands,Gardens,,Agricultural areas,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,Deciduous trees,,,Leaf litter,,,YES,32,,Mixed woodlands,Gardens,,Forests and woodlands,"Gardens, allotments and parklands",,,,,,,,,Deciduous trees,Cypresses,,Leaf litter,Non-abundant arboreal species. Collected in Quercus robur and Cupressus lusitanicus.Not present in the Archipelagos of the Azores and Madeira.,Espécie arborícola pouco abundante. Colhida em Quercus robur e Cupressus lusitanicus. Não está presente nos Arquipélagos dos Açores e da Madeira.,YES,45,Twaalfvleklieveheersbeestje,"Petite coccinelle orange, Coccinelle à 12 points",Mixed woodlands,Grassland,Deciduous trees,Sand dunes,Forests and woodlands,Grasslands,,,,,,,,Deciduous trees,,,Leaf litter,"Extreme thermophilous species from calcareous grasslands, mine terrils, dune habitats etc. in Belgium but it does occur on trees indeed",,,,,,,,,,,,,,,,,
